flow,packet_count,total_bytes,avg_packet_len,small_packet_count,label
192.168.1.11:59414-192.168.1.12:80,15,4823.0,321.53333333333336,5.0,2
192.168.1.11:59415-192.168.1.12:80,4,705.0,176.25,3.0,1
192.168.1.11:59416-192.168.1.10:80,13,2234.0,171.84615384615384,9.0,2
192.168.1.11:59416-192.168.1.12:80,12,2908.0,242.33333333333334,6.0,2
192.168.1.11:59418-192.168.1.10:80,21,5734.0,273.04761904761904,9.0,2
192.168.1.11:59418-192.168.1.12:80,9,2184.0,242.66666666666666,5.0,2
192.168.1.11:59420-192.168.1.10:80,5,2172.0,434.4,0.0,2
192.168.1.11:59420-192.168.1.12:80,15,4452.0,296.8,5.0,2
192.168.1.11:59422-192.168.1.10:80,7,2977.0,425.2857142857143,0.0,2
192.168.1.11:59422-192.168.1.12:80,20,6031.0,301.55,7.0,2
192.168.1.11:59423-192.168.1.12:80,4,857.0,214.25,3.0,1
192.168.1.11:59424-192.168.1.10:80,16,3934.0,245.875,8.0,2
192.168.1.11:59424-192.168.1.12:80,10,2034.0,203.4,7.0,2
192.168.1.11:59425-192.168.1.12:80,5,839.0,167.8,4.0,1
192.168.1.11:59426-192.168.1.10:80,20,4805.0,240.25,10.0,2
192.168.1.11:59426-192.168.1.12:80,11,2804.0,254.9090909090909,5.0,2
192.168.1.11:59427-192.168.1.12:80,4,787.0,196.75,3.0,1
192.168.1.11:59428-192.168.1.10:80,17,4630.0,272.3529411764706,7.0,2
192.168.1.11:59428-192.168.1.12:80,14,3436.0,245.42857142857142,7.0,2
192.168.1.11:59429-192.168.1.12:80,4,561.0,140.25,3.0,1
192.168.1.11:59430-192.168.1.10:80,16,4226.0,264.125,7.0,2
192.168.1.11:59430-192.168.1.12:80,8,1759.0,219.875,5.0,2
192.168.1.11:59431-192.168.1.12:80,4,775.0,193.75,3.0,1
192.168.1.11:59432-192.168.1.10:80,17,4452.0,261.88235294117646,7.0,2
192.168.1.11:59432-192.168.1.12:80,17,6164.0,362.5882352941176,3.0,2
192.168.1.11:59434-192.168.1.10:80,18,5030.0,279.44444444444446,7.0,2
192.168.1.11:59434-192.168.1.12:80,11,2632.0,239.27272727272728,6.0,2
192.168.1.11:59436-192.168.1.10:80,5,2069.0,413.8,0.0,2
192.168.1.11:59436-192.168.1.12:80,16,4926.0,307.875,5.0,2
192.168.1.11:59438-192.168.1.10:80,7,2894.0,413.42857142857144,0.0,2
192.168.1.11:59438-192.168.1.12:80,14,3485.0,248.92857142857142,7.0,2
192.168.1.11:59440-192.168.1.10:80,6,2528.0,421.3333333333333,0.0,2
192.168.1.11:59440-192.168.1.12:80,15,4511.0,300.73333333333335,5.0,2
192.168.1.11:59441-192.168.1.12:80,5,801.0,160.2,4.0,1
192.168.1.11:59442-192.168.1.10:80,6,2463.0,410.5,0.0,2
192.168.1.11:59442-192.168.1.12:80,11,2910.0,264.54545454545456,5.0,2
192.168.1.11:59443-192.168.1.12:80,4,625.0,156.25,3.0,1
192.168.1.11:59444-192.168.1.10:80,21,5429.0,258.5238095238095,9.0,2
192.168.1.11:59444-192.168.1.12:80,14,4178.0,298.42857142857144,5.0,2
192.168.1.11:59445-192.168.1.12:80,4,644.0,161.0,3.0,1
192.168.1.11:59446-192.168.1.10:80,7,2812.0,401.7142857142857,0.0,2
192.168.1.11:59446-192.168.1.12:80,16,4679.0,292.4375,6.0,2
192.168.1.11:59447-192.168.1.12:80,4,721.0,180.25,3.0,1
192.168.1.11:59448-192.168.1.10:80,18,5056.0,280.8888888888889,7.0,2
192.168.1.11:59448-192.168.1.12:80,17,5641.0,331.8235294117647,5.0,2
192.168.1.11:59449-192.168.1.12:80,6,791.0,131.83333333333334,5.0,1
192.168.1.11:59450-192.168.1.10:80,8,3301.0,412.625,0.0,2
192.168.1.11:59450-192.168.1.12:80,9,2766.0,307.3333333333333,3.0,2
192.168.1.11:59451-192.168.1.12:80,5,750.0,150.0,4.0,1
192.168.1.11:59452-192.168.1.10:80,13,5378.0,413.6923076923077,0.0,2
192.168.1.11:59452-192.168.1.12:80,16,4299.0,268.6875,7.0,2
192.168.1.11:59453-192.168.1.12:80,5,762.0,152.4,4.0,1
192.168.1.11:59454-192.168.1.10:80,16,3854.0,240.875,8.0,2
192.168.1.11:59454-192.168.1.12:80,13,3641.0,280.0769230769231,5.0,2
192.168.1.11:59455-192.168.1.12:80,4,882.0,220.5,3.0,1
192.168.1.11:59456-192.168.1.10:80,23,6323.0,274.9130434782609,9.0,2
192.168.1.11:59456-192.168.1.12:80,11,2912.0,264.72727272727275,5.0,2
192.168.1.11:59457-192.168.1.12:80,4,699.0,174.75,3.0,1
192.168.1.11:59458-192.168.1.10:80,8,3447.0,430.875,0.0,2
192.168.1.11:59458-192.168.1.12:80,18,5921.0,328.94444444444446,5.0,2
192.168.1.11:59459-192.168.1.12:80,4,655.0,163.75,3.0,1
192.168.1.11:59460-192.168.1.10:80,9,3785.0,420.55555555555554,0.0,2
192.168.1.11:59460-192.168.1.12:80,20,6386.0,319.3,6.0,2
192.168.1.11:59462-192.168.1.10:80,6,2541.0,423.5,0.0,2
192.168.1.11:59462-192.168.1.12:80,13,3659.0,281.46153846153845,5.0,2
192.168.1.11:59464-192.168.1.10:80,16,4549.0,284.3125,6.0,2
192.168.1.11:59464-192.168.1.12:80,9,2714.0,301.55555555555554,3.0,2
192.168.1.11:59466-192.168.1.10:80,5,2001.0,400.2,0.0,2
192.168.1.11:59466-192.168.1.12:80,14,3990.0,285.0,5.0,2
192.168.1.11:59468-192.168.1.10:80,10,4176.0,417.6,0.0,2
192.168.1.11:59468-192.168.1.12:80,15,4600.0,306.6666666666667,5.0,2
192.168.1.11:59470-192.168.1.10:80,5,2117.0,423.4,0.0,2
192.168.1.11:59470-192.168.1.12:80,13,3732.0,287.0769230769231,5.0,2
192.168.1.11:59472-192.168.1.10:80,19,5467.0,287.7368421052632,8.0,2
192.168.1.11:59472-192.168.1.12:80,10,2443.0,244.3,5.0,2
192.168.1.11:59473-192.168.1.12:80,4,561.0,140.25,3.0,1
192.168.1.11:59474-192.168.1.10:80,14,4196.0,299.7142857142857,5.0,2
192.168.1.11:59474-192.168.1.12:80,14,4235.0,302.5,5.0,2
192.168.1.11:59475-192.168.1.12:80,5,710.0,142.0,4.0,1
192.168.1.11:59476-192.168.1.10:80,11,4468.0,406.1818181818182,0.0,2
192.168.1.11:59476-192.168.1.12:80,11,3731.0,339.1818181818182,3.0,2
192.168.1.11:59477-192.168.1.12:80,4,724.0,181.0,3.0,1
192.168.1.11:59478-192.168.1.10:80,18,4330.0,240.55555555555554,9.0,2
192.168.1.11:59478-192.168.1.12:80,11,2938.0,267.09090909090907,5.0,2
192.168.1.11:59480-192.168.1.10:80,9,3743.0,415.8888888888889,0.0,2
192.168.1.11:59480-192.168.1.12:80,15,4808.0,320.53333333333336,5.0,2
192.168.1.11:59481-192.168.1.12:80,4,643.0,160.75,3.0,1
192.168.1.11:59482-192.168.1.10:80,7,2947.0,421.0,0.0,2
192.168.1.11:59482-192.168.1.12:80,13,3323.0,255.6153846153846,6.0,2
192.168.1.11:59483-192.168.1.12:80,5,765.0,153.0,4.0,1
192.168.1.11:59484-192.168.1.10:80,13,2530.0,194.6153846153846,9.0,2
192.168.1.11:59484-192.168.1.12:80,20,6371.0,318.55,6.0,2
192.168.1.11:59485-192.168.1.12:80,4,603.0,150.75,3.0,1
192.168.1.11:59486-192.168.1.10:80,14,3746.0,267.57142857142856,6.0,2
192.168.1.11:59486-192.168.1.12:80,9,2722.0,302.44444444444446,3.0,2
192.168.1.11:59487-192.168.1.12:80,4,598.0,149.5,3.0,1
192.168.1.11:59488-192.168.1.10:80,22,6382.0,290.09090909090907,8.0,2
192.168.1.11:59488-192.168.1.12:80,15,4370.0,291.3333333333333,5.0,2
192.168.1.11:59489-192.168.1.12:80,4,700.0,175.0,3.0,1
192.168.1.11:59490-192.168.1.10:80,7,2908.0,415.42857142857144,0.0,2
192.168.1.11:59490-192.168.1.12:80,11,3209.0,291.72727272727275,4.0,2
192.168.1.11:59491-192.168.1.12:80,4,849.0,212.25,3.0,1
192.168.1.11:59492-192.168.1.10:80,18,5180.0,287.77777777777777,6.0,2
192.168.1.11:59492-192.168.1.12:80,13,3267.0,251.30769230769232,7.0,2
192.168.1.11:59493-192.168.1.12:80,4,694.0,173.5,3.0,1
192.168.1.11:59494-192.168.1.10:80,5,2016.0,403.2,0.0,2
192.168.1.11:59494-192.168.1.12:80,10,2475.0,247.5,5.0,2
192.168.1.11:59495-192.168.1.12:80,4,606.0,151.5,3.0,1
192.168.1.11:59496-192.168.1.10:80,23,6583.0,286.2173913043478,9.0,2
192.168.1.11:59496-192.168.1.12:80,12,3220.0,268.3333333333333,5.0,2
192.168.1.11:59497-192.168.1.12:80,5,1012.0,202.4,3.0,1
192.168.1.11:59498-192.168.1.10:80,14,3169.0,226.35714285714286,8.0,2
192.168.1.11:59498-192.168.1.12:80,15,4262.0,284.1333333333333,6.0,2
192.168.1.11:59499-192.168.1.12:80,4,803.0,200.75,3.0,1
192.168.1.11:59500-192.168.1.10:80,18,4931.0,273.94444444444446,8.0,2
192.168.1.11:59500-192.168.1.12:80,18,5600.0,311.1111111111111,5.0,2
192.168.1.11:59502-192.168.1.10:80,7,2781.0,397.2857142857143,0.0,2
192.168.1.11:59502-192.168.1.12:80,16,4509.0,281.8125,6.0,2
192.168.1.11:59504-192.168.1.10:80,22,5774.0,262.45454545454544,10.0,2
192.168.1.11:59504-192.168.1.12:80,11,3691.0,335.54545454545456,3.0,2
192.168.1.11:59505-192.168.1.12:80,4,564.0,141.0,3.0,1
192.168.1.11:59506-192.168.1.10:80,5,2096.0,419.2,0.0,2
192.168.1.11:59506-192.168.1.12:80,11,2805.0,255.0,5.0,2
192.168.1.11:59507-192.168.1.12:80,4,641.0,160.25,3.0,1
192.168.1.11:59508-192.168.1.10:80,12,2486.0,207.16666666666666,7.0,2
192.168.1.11:59508-192.168.1.12:80,10,2449.0,244.9,5.0,2
192.168.1.11:59509-192.168.1.12:80,4,631.0,157.75,3.0,1
192.168.1.11:59510-192.168.1.10:80,11,4706.0,427.8181818181818,0.0,2
192.168.1.11:59510-192.168.1.12:80,10,2545.0,254.5,5.0,2
192.168.1.11:59512-192.168.1.10:80,20,5133.0,256.65,9.0,2
192.168.1.11:59512-192.168.1.12:80,12,3157.0,263.0833333333333,5.0,2
192.168.1.11:59513-192.168.1.12:80,4,761.0,190.25,3.0,1
192.168.1.11:59514-192.168.1.10:80,9,3671.0,407.8888888888889,0.0,2
192.168.1.11:59514-192.168.1.12:80,15,4500.0,300.0,5.0,2
192.168.1.11:59516-192.168.1.10:80,11,4422.0,402.0,0.0,2
192.168.1.11:59516-192.168.1.12:80,13,3825.0,294.2307692307692,5.0,2
192.168.1.11:59518-192.168.1.10:80,11,3496.0,317.8181818181818,3.0,2
192.168.1.11:59518-192.168.1.12:80,14,4051.0,289.35714285714283,5.0,2
192.168.1.11:59519-192.168.1.12:80,4,681.0,170.25,3.0,1
192.168.1.11:59520-192.168.1.10:80,16,3338.0,208.625,10.0,2
192.168.1.11:59520-192.168.1.12:80,15,4557.0,303.8,5.0,2
192.168.1.11:59521-192.168.1.12:80,4,672.0,168.0,3.0,1
192.168.1.11:59522-192.168.1.10:80,16,3807.0,237.9375,8.0,2
192.168.1.11:59522-192.168.1.12:80,11,2973.0,270.27272727272725,5.0,2
192.168.1.11:59523-192.168.1.12:80,4,696.0,174.0,3.0,1
192.168.1.11:59524-192.168.1.10:80,5,2049.0,409.8,0.0,2
192.168.1.11:59524-192.168.1.12:80,12,3410.0,284.1666666666667,5.0,2
192.168.1.11:59525-192.168.1.12:80,5,1434.0,286.8,3.0,1
192.168.1.11:59526-192.168.1.10:80,9,3876.0,430.6666666666667,0.0,2
192.168.1.11:59526-192.168.1.12:80,11,2892.0,262.90909090909093,5.0,2
192.168.1.11:59527-192.168.1.12:80,4,621.0,155.25,3.0,1
192.168.1.11:59528-192.168.1.10:80,25,6395.0,255.8,12.0,2
192.168.1.11:59528-192.168.1.12:80,19,6295.0,331.3157894736842,5.0,2
192.168.1.11:59529-192.168.1.12:80,4,584.0,146.0,3.0,1
192.168.1.11:59530-192.168.1.10:80,12,3149.0,262.4166666666667,5.0,2
192.168.1.11:59530-192.168.1.12:80,15,4579.0,305.26666666666665,5.0,2
192.168.1.11:59531-192.168.1.12:80,4,586.0,146.5,3.0,1
192.168.1.11:59532-192.168.1.10:80,6,2578.0,429.6666666666667,0.0,2
192.168.1.11:59532-192.168.1.12:80,10,2249.0,224.9,6.0,2
192.168.1.11:59534-192.168.1.10:80,9,3729.0,414.3333333333333,0.0,2
192.168.1.11:59534-192.168.1.12:80,14,4395.0,313.92857142857144,5.0,2
192.168.1.11:59535-192.168.1.12:80,5,863.0,172.6,4.0,1
192.168.1.11:59536-192.168.1.10:80,17,4705.0,276.7647058823529,7.0,2
192.168.1.11:59536-192.168.1.12:80,13,3900.0,300.0,6.0,2
192.168.1.11:59538-192.168.1.10:80,6,2563.0,427.1666666666667,0.0,2
192.168.1.11:59538-192.168.1.12:80,10,2388.0,238.8,5.0,2
192.168.1.11:59540-192.168.1.10:80,15,4154.0,276.93333333333334,6.0,2
192.168.1.11:59540-192.168.1.12:80,14,4971.0,355.07142857142856,3.0,2
192.168.1.11:59542-192.168.1.10:80,15,5564.0,370.93333333333334,3.0,2
192.168.1.11:59542-192.168.1.12:80,16,5053.0,315.8125,5.0,2
192.168.1.11:59544-192.168.1.10:80,20,5173.0,258.65,10.0,2
192.168.1.11:59544-192.168.1.12:80,17,4936.0,290.3529411764706,7.0,2
192.168.1.11:59546-192.168.1.10:80,9,3705.0,411.6666666666667,0.0,2
192.168.1.11:59546-192.168.1.12:80,12,3626.0,302.1666666666667,4.0,2
192.168.1.11:59548-192.168.1.10:80,9,3726.0,414.0,0.0,2
192.168.1.11:59548-192.168.1.12:80,10,2813.0,281.3,4.0,2
192.168.1.11:59550-192.168.1.10:80,8,3175.0,396.875,0.0,2
192.168.1.11:59550-192.168.1.12:80,11,2759.0,250.8181818181818,5.0,2
192.168.1.11:59551-192.168.1.12:80,4,641.0,160.25,3.0,1
192.168.1.11:59552-192.168.1.10:80,17,4789.0,281.70588235294116,7.0,2
192.168.1.11:59552-192.168.1.12:80,15,4522.0,301.46666666666664,5.0,2
192.168.1.11:59553-192.168.1.12:80,4,732.0,183.0,3.0,1
192.168.1.11:59554-192.168.1.10:80,11,3696.0,336.0,3.0,2
192.168.1.11:59554-192.168.1.12:80,14,4199.0,299.92857142857144,5.0,2
192.168.1.11:59555-192.168.1.12:80,4,778.0,194.5,3.0,1
192.168.1.11:59556-192.168.1.10:80,14,2114.0,151.0,11.0,2
192.168.1.11:59556-192.168.1.12:80,13,3773.0,290.2307692307692,5.0,2
192.168.1.11:59557-192.168.1.12:80,4,706.0,176.5,3.0,1
192.168.1.11:59558-192.168.1.10:80,9,3791.0,421.22222222222223,0.0,2
192.168.1.11:59558-192.168.1.12:80,14,4392.0,313.7142857142857,5.0,2
192.168.1.11:59559-192.168.1.12:80,4,712.0,178.0,3.0,1
192.168.1.11:59560-192.168.1.10:80,12,4013.0,334.4166666666667,3.0,2
192.168.1.11:59560-192.168.1.12:80,20,5788.0,289.4,7.0,2
192.168.1.11:59561-192.168.1.12:80,4,657.0,164.25,3.0,1
192.168.1.11:59562-192.168.1.10:80,15,4034.0,268.93333333333334,7.0,2
192.168.1.11:59562-192.168.1.12:80,12,3175.0,264.5833333333333,5.0,2
192.168.1.11:59563-192.168.1.12:80,5,1140.0,228.0,3.0,1
192.168.1.11:59564-192.168.1.10:80,13,5466.0,420.46153846153845,0.0,2
192.168.1.11:59564-192.168.1.12:80,15,4664.0,310.93333333333334,5.0,2
192.168.1.11:59565-192.168.1.12:80,5,694.0,138.8,4.0,1
192.168.1.11:59566-192.168.1.10:80,13,5148.0,396.0,0.0,2
192.168.1.11:59566-192.168.1.12:80,13,3328.0,256.0,6.0,2
192.168.1.11:59567-192.168.1.12:80,4,609.0,152.25,3.0,1
192.168.1.11:59568-192.168.1.10:80,8,2142.0,267.75,3.0,2
192.168.1.11:59568-192.168.1.12:80,19,6073.0,319.63157894736844,5.0,2
192.168.1.11:59569-192.168.1.12:80,4,584.0,146.0,3.0,1
192.168.1.11:59570-192.168.1.10:80,19,5024.0,264.42105263157896,8.0,2
192.168.1.11:59570-192.168.1.12:80,15,4560.0,304.0,5.0,2
192.168.1.11:59571-192.168.1.12:80,4,669.0,167.25,3.0,1
192.168.1.11:59572-192.168.1.10:80,5,2181.0,436.2,0.0,2
192.168.1.11:59572-192.168.1.12:80,11,2839.0,258.09090909090907,5.0,2
192.168.1.11:59574-192.168.1.10:80,11,4468.0,406.1818181818182,0.0,2
192.168.1.11:59574-192.168.1.12:80,15,4273.0,284.8666666666667,6.0,2
192.168.1.11:59576-192.168.1.10:80,10,3586.0,358.6,2.0,2
192.168.1.11:59576-192.168.1.12:80,14,4797.0,342.64285714285717,3.0,2
192.168.1.11:59578-192.168.1.10:80,17,4717.0,277.47058823529414,7.0,2
192.168.1.11:59578-192.168.1.12:80,13,3924.0,301.84615384615387,4.0,2
192.168.1.11:59579-192.168.1.12:80,4,643.0,160.75,3.0,1
192.168.1.11:59580-192.168.1.10:80,17,4276.0,251.52941176470588,8.0,2
192.168.1.11:59580-192.168.1.12:80,10,2096.0,209.6,6.0,2
192.168.1.11:59582-192.168.1.10:80,3,1288.0,429.3333333333333,0.0,2
192.168.1.11:59582-192.168.1.12:80,18,5564.0,309.1111111111111,5.0,2
192.168.1.11:59584-192.168.1.10:80,11,4506.0,409.6363636363636,0.0,2
192.168.1.11:59584-192.168.1.12:80,12,3374.0,281.1666666666667,5.0,2
192.168.1.11:59586-192.168.1.10:80,16,3571.0,223.1875,9.0,2
192.168.1.11:59586-192.168.1.12:80,13,3885.0,298.84615384615387,5.0,2
192.168.1.11:59587-192.168.1.12:80,4,683.0,170.75,3.0,1
192.168.1.11:59588-192.168.1.10:80,20,6332.0,316.6,6.0,2
192.168.1.11:59588-192.168.1.12:80,13,3193.0,245.6153846153846,6.0,2
192.168.1.11:59589-192.168.1.12:80,4,582.0,145.5,3.0,1
192.168.1.11:59590-192.168.1.10:80,11,4521.0,411.0,0.0,2
192.168.1.11:59590-192.168.1.12:80,17,5123.0,301.3529411764706,6.0,2
192.168.1.11:59591-192.168.1.12:80,4,628.0,157.0,3.0,1
192.168.1.11:59592-192.168.1.10:80,9,3710.0,412.22222222222223,0.0,2
192.168.1.11:59592-192.168.1.12:80,17,4978.0,292.8235294117647,6.0,2
192.168.1.11:59593-192.168.1.12:80,4,639.0,159.75,3.0,1
192.168.1.11:59594-192.168.1.10:80,14,5775.0,412.5,0.0,2
192.168.1.11:59594-192.168.1.12:80,20,6711.0,335.55,5.0,2
192.168.1.11:59595-192.168.1.12:80,4,622.0,155.5,3.0,1
192.168.1.11:59596-192.168.1.10:80,16,3675.0,229.6875,9.0,2
192.168.1.11:59596-192.168.1.12:80,8,1638.0,204.75,5.0,2
192.168.1.11:59597-192.168.1.12:80,4,740.0,185.0,3.0,1
192.168.1.11:59598-192.168.1.10:80,19,5523.0,290.6842105263158,7.0,2
192.168.1.11:59598-192.168.1.12:80,12,3157.0,263.0833333333333,5.0,2
192.168.1.11:59599-192.168.1.12:80,4,797.0,199.25,3.0,1
192.168.1.11:59600-192.168.1.10:80,14,5649.0,403.5,0.0,2
192.168.1.11:59600-192.168.1.12:80,11,2667.0,242.45454545454547,6.0,2
192.168.1.11:59602-192.168.1.10:80,4,1724.0,431.0,0.0,2
192.168.1.11:59602-192.168.1.12:80,12,3247.0,270.5833333333333,5.0,2
192.168.1.11:59604-192.168.1.10:80,8,3298.0,412.25,0.0,2
192.168.1.11:59604-192.168.1.12:80,12,3293.0,274.4166666666667,5.0,2
192.168.1.11:59606-192.168.1.10:80,15,4628.0,308.53333333333336,5.0,2
192.168.1.11:59606-192.168.1.12:80,17,5397.0,317.47058823529414,5.0,2
192.168.1.11:59608-192.168.1.10:80,17,4358.0,256.3529411764706,8.0,2
192.168.1.11:59608-192.168.1.12:80,19,6259.0,329.42105263157896,5.0,2
192.168.1.11:59610-192.168.1.10:80,8,3324.0,415.5,0.0,2
192.168.1.11:59610-192.168.1.12:80,15,4409.0,293.93333333333334,6.0,2
192.168.1.11:59612-192.168.1.10:80,11,4488.0,408.0,0.0,2
192.168.1.11:59612-192.168.1.12:80,10,2156.0,215.6,6.0,2
192.168.1.11:59614-192.168.1.10:80,21,5256.0,250.28571428571428,10.0,2
192.168.1.11:59614-192.168.1.12:80,12,2924.0,243.66666666666666,6.0,2
192.168.1.11:59616-192.168.1.10:80,15,3872.0,258.1333333333333,7.0,2
192.168.1.11:59616-192.168.1.12:80,13,3591.0,276.2307692307692,5.0,2
192.168.1.11:59618-192.168.1.10:80,16,3965.0,247.8125,8.0,2
192.168.1.11:59618-192.168.1.12:80,15,4230.0,282.0,6.0,2
192.168.1.11:59620-192.168.1.10:80,14,5975.0,426.7857142857143,0.0,2
192.168.1.11:59620-192.168.1.12:80,15,4411.0,294.06666666666666,5.0,2
192.168.1.11:59621-192.168.1.12:80,4,737.0,184.25,3.0,1
192.168.1.11:59622-192.168.1.10:80,10,4094.0,409.4,0.0,2
192.168.1.11:59622-192.168.1.12:80,11,3752.0,341.09090909090907,3.0,2
192.168.1.11:59623-192.168.1.12:80,4,804.0,201.0,3.0,1
192.168.1.11:59624-192.168.1.10:80,22,6506.0,295.72727272727275,8.0,2
192.168.1.11:59624-192.168.1.12:80,11,3661.0,332.8181818181818,3.0,2
192.168.1.11:59625-192.168.1.12:80,4,797.0,199.25,3.0,1
192.168.1.11:59626-192.168.1.10:80,7,2938.0,419.7142857142857,0.0,2
192.168.1.11:59626-192.168.1.12:80,16,5023.0,313.9375,5.0,2
192.168.1.11:59627-192.168.1.12:80,4,617.0,154.25,3.0,1
192.168.1.11:59628-192.168.1.10:80,12,5106.0,425.5,0.0,2
192.168.1.11:59628-192.168.1.12:80,16,4799.0,299.9375,5.0,2
192.168.1.11:59629-192.168.1.12:80,4,545.0,136.25,3.0,1
192.168.1.11:59630-192.168.1.10:80,7,2997.0,428.14285714285717,0.0,2
192.168.1.11:59630-192.168.1.12:80,13,4404.0,338.7692307692308,3.0,2
192.168.1.11:59631-192.168.1.12:80,4,762.0,190.5,3.0,1
192.168.1.11:59632-192.168.1.10:80,16,3418.0,213.625,9.0,2
192.168.1.11:59632-192.168.1.12:80,15,4490.0,299.3333333333333,5.0,2
192.168.1.11:59634-192.168.1.10:80,9,3705.0,411.6666666666667,0.0,2
192.168.1.11:59634-192.168.1.12:80,13,3647.0,280.53846153846155,5.0,2
192.168.1.11:59635-192.168.1.12:80,5,779.0,155.8,4.0,1
192.168.1.11:59636-192.168.1.10:80,17,4940.0,290.5882352941176,7.0,2
192.168.1.11:59636-192.168.1.12:80,13,3291.0,253.15384615384616,6.0,2
192.168.1.11:59637-192.168.1.12:80,6,1452.0,242.0,4.0,1
192.168.1.11:59638-192.168.1.10:80,20,5431.0,271.55,8.0,2
192.168.1.11:59638-192.168.1.12:80,13,3546.0,272.7692307692308,6.0,2
192.168.1.11:59639-192.168.1.12:80,5,724.0,144.8,4.0,1
192.168.1.11:59640-192.168.1.10:80,22,5234.0,237.9090909090909,11.0,2
192.168.1.11:59640-192.168.1.12:80,17,4480.0,263.52941176470586,7.0,2
192.168.1.11:59642-192.168.1.10:80,6,2610.0,435.0,0.0,2
192.168.1.11:59642-192.168.1.12:80,12,3230.0,269.1666666666667,5.0,2
192.168.1.11:59643-192.168.1.12:80,5,1218.0,243.6,3.0,1
192.168.1.11:59644-192.168.1.10:80,6,2458.0,409.6666666666667,0.0,2
192.168.1.11:59644-192.168.1.12:80,17,5335.0,313.8235294117647,5.0,2
192.168.1.11:59645-192.168.1.12:80,5,1178.0,235.6,3.0,1
192.168.1.11:59646-192.168.1.10:80,8,3310.0,413.75,0.0,2
192.168.1.11:59646-192.168.1.12:80,15,4048.0,269.8666666666667,6.0,2
192.168.1.11:59647-192.168.1.12:80,5,1168.0,233.6,3.0,1
192.168.1.11:59648-192.168.1.10:80,18,3975.0,220.83333333333334,10.0,2
192.168.1.11:59648-192.168.1.12:80,10,2467.0,246.7,5.0,2
192.168.1.11:59649-192.168.1.12:80,5,1006.0,201.2,3.0,1
192.168.1.11:59650-192.168.1.10:80,20,6051.0,302.55,7.0,2
192.168.1.11:59650-192.168.1.12:80,11,2862.0,260.1818181818182,5.0,2
192.168.1.11:59652-192.168.1.10:80,9,3717.0,413.0,0.0,2
192.168.1.11:59652-192.168.1.12:80,16,4859.0,303.6875,5.0,2
192.168.1.11:59654-192.168.1.10:80,9,3670.0,407.77777777777777,0.0,2
192.168.1.11:59654-192.168.1.12:80,12,3115.0,259.5833333333333,5.0,2
192.168.1.11:59656-192.168.1.10:80,9,3789.0,421.0,0.0,2
192.168.1.11:59656-192.168.1.12:80,14,4850.0,346.42857142857144,3.0,2
192.168.1.11:59657-192.168.1.12:80,4,665.0,166.25,3.0,1
192.168.1.11:59658-192.168.1.10:80,14,5795.0,413.92857142857144,0.0,2
192.168.1.11:59658-192.168.1.12:80,12,3180.0,265.0,5.0,2
192.168.1.11:59659-192.168.1.12:80,4,690.0,172.5,3.0,1
192.168.1.11:59660-192.168.1.10:80,6,2542.0,423.6666666666667,0.0,2
192.168.1.11:59660-192.168.1.12:80,12,3448.0,287.3333333333333,5.0,2
192.168.1.11:59661-192.168.1.12:80,5,674.0,134.8,4.0,1
192.168.1.11:59662-192.168.1.10:80,21,5387.0,256.5238095238095,10.0,2
192.168.1.11:59662-192.168.1.12:80,15,4585.0,305.6666666666667,5.0,2
192.168.1.11:59664-192.168.1.10:80,20,5252.0,262.6,9.0,2
192.168.1.11:59664-192.168.1.12:80,15,4276.0,285.06666666666666,6.0,2
192.168.1.11:59666-192.168.1.10:80,9,3772.0,419.1111111111111,0.0,2
192.168.1.11:59666-192.168.1.12:80,14,4202.0,300.14285714285717,5.0,2
192.168.1.11:59668-192.168.1.10:80,20,5579.0,278.95,8.0,2
192.168.1.11:59668-192.168.1.12:80,17,5393.0,317.2352941176471,5.0,2
192.168.1.11:59670-192.168.1.10:80,6,2504.0,417.3333333333333,0.0,2
192.168.1.11:59670-192.168.1.12:80,14,4281.0,305.7857142857143,5.0,2
192.168.1.11:59671-192.168.1.12:80,4,673.0,168.25,3.0,1
192.168.1.11:59672-192.168.1.10:80,10,4101.0,410.1,0.0,2
192.168.1.11:59672-192.168.1.12:80,12,2964.0,247.0,6.0,2
192.168.1.11:59673-192.168.1.12:80,4,606.0,151.5,3.0,1
192.168.1.11:59674-192.168.1.10:80,16,3736.0,233.5,9.0,2
192.168.1.11:59674-192.168.1.12:80,11,2904.0,264.0,5.0,2
192.168.1.11:59675-192.168.1.12:80,4,633.0,158.25,3.0,1
192.168.1.11:59676-192.168.1.10:80,6,2492.0,415.3333333333333,0.0,2
192.168.1.11:59676-192.168.1.12:80,13,3847.0,295.9230769230769,5.0,2
192.168.1.11:59677-192.168.1.12:80,4,708.0,177.0,3.0,1
192.168.1.11:59678-192.168.1.10:80,17,4773.0,280.7647058823529,7.0,2
192.168.1.11:59678-192.168.1.12:80,14,3956.0,282.57142857142856,6.0,2
192.168.1.11:59680-192.168.1.10:80,6,2511.0,418.5,0.0,2
192.168.1.11:59680-192.168.1.12:80,18,5275.0,293.05555555555554,6.0,2
192.168.1.11:59681-192.168.1.12:80,4,626.0,156.5,3.0,1
192.168.1.11:59682-192.168.1.10:80,15,6354.0,423.6,0.0,2
192.168.1.11:59682-192.168.1.12:80,14,4141.0,295.7857142857143,5.0,2
192.168.1.11:59683-192.168.1.12:80,4,756.0,189.0,3.0,1
