window_id,start_time,end_time,total_packets,total_bytes,avg_packet_size,avg_payload_size,packet_rate,small_packet_ratio,syn_count,ack_count,fin_count,label
50,1698376130.407962,1698376130.907962,2552,385115.0,150.907131661442,82.98863636363636,5104.0,0.8068181818181818,489,2063,0,1
51,1698376130.907962,1698376131.407962,2193,416122.0,189.750113999088,121.43365253077975,4386.0,0.7154582763337893,626,1567,0,1
52,1698376131.407962,1698376131.907962,2067,329142.0,159.2365747460087,91.44460570875665,4134.0,0.7851959361393324,445,1622,0,1
53,1698376131.907962,1698376132.407962,1562,247949.0,158.7381562099872,90.63060179257363,3124.0,0.7912932138284251,317,1245,0,1
54,1698376132.407962,1698376132.907962,1491,249616.0,167.41515761234072,99.4299128101945,2982.0,0.7605633802816901,358,1133,0,1
55,1698376132.907962,1698376133.407962,1465,243606.0,166.2839590443686,98.44914675767919,2930.0,0.7679180887372014,333,1132,0,1
56,1698376133.407962,1698376133.907962,1188,193842.0,163.16666666666666,95.33501683501683,2376.0,0.7693602693602694,269,919,0,1
57,1698376133.907962,1698376134.407962,1252,226578.0,180.97284345047925,112.79073482428115,2504.0,0.7364217252396166,337,915,0,1
58,1698376134.407962,1698376134.907962,765,135367.0,176.95032679738563,108.8797385620915,1530.0,0.7503267973856209,186,579,0,1
59,1698376134.907962,1698376135.407962,1097,189687.0,172.91431175934366,104.86873290793072,2194.0,0.7520510483135825,279,818,0,1
60,1698376135.407962,1698376135.907962,1432,152998.0,106.84217877094972,37.84217877094972,2864.0,0.9085195530726257,129,1303,0,1
61,1698376135.907962,1698376136.407962,443,69985.0,157.97968397291197,89.2979683972912,886.0,0.7900677200902935,93,350,0,1
62,1698376136.407962,1698376136.907962,439,54022.0,123.05694760820046,55.945330296127565,878.0,0.8724373576309795,55,384,0,1
63,1698376136.907962,1698376137.407962,1123,223316.0,198.8566340160285,130.31344612644702,2246.0,0.6883348174532502,357,766,0,1
64,1698376137.407962,1698376137.907962,436,54662.0,125.37155963302752,58.27981651376147,872.0,0.8669724770642202,52,384,0,1
65,1698376137.907962,1698376138.407962,1,627.0,627.0,561.0,2.0,0.0,0,1,0,1
73,1698376141.907962,1698376142.407962,146,13419.0,91.91095890410959,20.86986301369863,292.0,0.952054794520548,14,132,0,1
74,1698376142.407962,1698376142.907962,665,53452.0,80.37894736842105,9.93984962406015,1330.0,0.9774436090225563,15,650,0,1
75,1698376142.907962,1698376143.407962,1167,85262.0,73.06083976006855,5.230505569837189,2334.0,0.987146529562982,19,1148,0,1
